,order_id,customer_name,city,age,gender,signup_date,order_date,product_category,quantity,unit_price,total_amount,payment_method,satisfaction_score
460,461,Dimitris Nikolaou,Larisa,54.0,Male,2023-01-16,2024-05-11,Home,2,113.65,227.3,Bank Transfer,4
461,462,Nikos Nikolaou,Larisa,27.0,Male,2024-03-15,2024-08-17,Clothing,6,179.95,1079.7,Paypal,5
462,463,John Nikolaou,Thessaloniki,71.0,Male,2022-02-07,2024-09-16,Clothing,7,5.95,41.65,Cash,4
463,464,Eleni Papadopoulos,Heraklion,74.0,Female,2022-04-29,2024-03-11,Clothing,5,32.43,162.15,Bank Transfer,4
464,465,Chris Taylor,Heraklion,47.0,Male,2024-01-11,2024-12-01,Electronics,6,218.4,1310.4,Paypal,2
465,466,Dimitris Nikolaou,Athens,72.0,Female,2024-05-02,2024-01-24,Sports,4,170.39,681.56,Bank Transfer,2
466,467,Helen Smith,Athens,47.0,Female,2022-07-07,2024-02-29,Home,2,182.63,365.26,Card,3
467,468,Dimitris Taylor,Unknown,66.0,Female,2023-02-10,2024-05-31,Clothing,7,27.73,194.11,Paypal,5
468,469,Nikos Wilson,Patras,29.0,Female,2022-04-27,2024-12-21,Books,6,294.68,1768.08,Unknown,3
469,470,Helen Anderson,Patras,65.0,Male,2022-07-02,2024-04-22,Electronics,5,48.5,242.5,Card,1
470,471,Sophia Smith,Athens,35.0,Male,2024-02-02,2024-09-07,Sports,7,70.08,490.56,Paypal,3
471,472,John Taylor,Thessaloniki,74.0,Male,2022-06-10,2024-07-16,Home,4,93.34,373.36,Cash,4
472,473,Nikos Brown,Patras,37.0,Female,2023-12-11,2024-02-16,Electronics,7,39.91,279.37,Bank Transfer,4
473,474,Anna Smith,Heraklion,28.0,Female,2023-02-04,2024-11-20,Clothing,7,173.7,1215.9,Paypal,1
474,475,Maria Brown,Athens,69.0,Male,2024-02-10,2024-04-16,Sports,5,294.0,1470.0,Card,1
475,476,Anna Papadopoulos,Larisa,47.0,Female,2023-12-11,2024-12-02,Electronics,6,178.01,1068.06,Card,3
476,477,Eleni Brown,Heraklion,62.0,Male,2023-03-02,2024-02-04,Sports,3,282.5,847.5,Card,2
477,478,George Taylor,Athens,68.0,Male,2024-07-21,2024-02-18,Electronics,5,253.37,1266.85,Bank Transfer,5
478,479,Eleni Nikolaou,Thessaloniki,27.0,Female,2023-08-25,2024-09-16,Clothing,5,213.28,1066.4,Cash,2
479,480,Maria Smith,Larisa,52.0,Male,2023-09-04,2024-11-21,Sports,1,235.16,235.16,Bank Transfer,1
480,481,George Johnson,Heraklion,71.0,Female,2022-07-07,2024-02-26,Clothing,6,185.02,1110.12,Card,4
481,482,Maria Johnson,Athens,41.0,Female,2024-07-14,2024-12-29,Home,1,287.2,287.2,Paypal,2
482,483,Eleni Johnson,Athens,47.0,Female,2022-06-12,2024-08-07,Electronics,6,82.2,493.2,Cash,2
483,484,Dimitris Nikolaou,Athens,33.0,Female,2023-12-30,2024-07-23,Clothing,6,131.52,789.12,Cash,4
484,485,Chris Nikolaou,Athens,26.0,Male,2023-09-11,2024-03-24,Sports,5,256.66,1283.3,Paypal,2
485,486,Maria Papadopoulos,Heraklion,60.0,Female,2023-11-21,2024-01-07,Books,1,107.05,107.05,Card,2
486,487,Eleni Wilson,Thessaloniki,47.0,Female,2023-10-17,2024-07-17,Books,3,289.2,867.6,Paypal,5
487,488,Eleni Johnson,Heraklion,59.0,Male,2024-06-14,2024-05-21,Electronics,2,128.54,257.08,Card,1
488,489,John Nikolaou,Thessaloniki,54.0,Male,2023-08-04,2024-05-10,Electronics,2,293.97,587.94,Paypal,2
489,490,Dimitris Nikolaou,Larisa,54.0,Female,2024-05-06,2024-12-06,Sports,1,141.86,141.86,Unknown,4
490,491,Maria Johnson,Patras,74.0,Female,2022-06-27,2024-04-26,Home,5,38.66,193.3,Card,4
491,492,Dimitris Papadopoulos,Thessaloniki,59.0,Female,2022-10-16,2024-03-21,Sports,1,255.93,255.93,Card,5
492,493,Nikos Taylor,Thessaloniki,51.0,Male,2023-11-12,2024-03-26,Clothing,4,218.23,872.92,Card,1
493,494,Chris Brown,Heraklion,34.0,Male,2022-07-17,2024-04-07,Home,2,29.11,58.22,Cash,1
494,495,Maria Smith,Thessaloniki,27.0,Male,2022-01-22,2024-04-21,Clothing,5,46.58,232.9,Paypal,1
495,496,Eleni Nikolaou,Unknown,19.0,Female,2024-05-29,2024-05-04,Clothing,2,141.38,282.76,Bank Transfer,4
496,497,Maria Smith,Patras,41.0,Female,2024-08-13,2024-02-28,Home,7,156.19,1093.33,Card,2
497,498,Nikos Brown,Heraklion,52.0,Female,2024-08-17,2024-02-01,Books,3,236.95,710.85,Bank Transfer,5
498,499,John Anderson,Larisa,37.0,Male,2024-05-27,2024-08-01,Home,2,102.41,204.82,Cash,5
499,500,Nikos Brown,Larisa,32.0,Male,2024-02-21,2024-06-16,Clothing,6,52.68,316.08,Unknown,2
