order_id,customer_name,city,age,gender,signup_date,order_date,product_category,quantity,unit_price,total_amount,payment_method,satisfaction_score
480,Maria Smith,Larisa,52.0,Male,2023-09-04,2024-11-21,Sports,1,235.16,235.16,Bank Transfer,1
481,George Johnson,Heraklion,71.0,Female,2022-07-07,2024-02-26,Clothing,6,185.02,1110.12,Card,4
482,Maria Johnson,Athens,41.0,Female,2024-07-14,2024-12-29,Home,1,287.2,287.2,Paypal,2
483,Eleni Johnson,athens,47.0,Female,2022-06-12,2024-08-07,Electronics,6,82.2,493.2,Cash,2
484,Dimitris Nikolaou,Athens,33.0,Female,2023-12-30,2024-07-23,Clothing,6,131.52,789.12,Cash,4
485,Chris Nikolaou,athens,26.0,Male,2023-09-11,2024-03-24,Sports,5,256.66,1283.3,Paypal,2
486,Maria Papadopoulos,Heraklion,60.0,F,2023-11-21,2024-01-07,Books,1,107.05,107.05,Card,2
487,Eleni Wilson,Thessaloniki,250.0,Female,2023-10-17,2024-07-17,Books,3,289.2,867.6,Paypal,5
488,Eleni Johnson,Heraklion,59.0,Male,2024-06-14,2024-05-21,Electronics,2,128.54,257.08,Card,1
489,John Nikolaou,Thessaloniki,54.0,Male,2023-08-04,2024-05-10,Electronics,2,293.97,587.94,Paypal,2
490,Dimitris Nikolaou,Larisa,54.0,Female,2024-05-06,2024-12-06,Sports,1,141.86,141.86,,4
491,Maria Johnson,Patras,74.0,F,2022-06-27,2024-04-26,Home,5,38.66,193.3,Card,4
492,Dimitris Papadopoulos,Thessaloniki,59.0,Female,2022-10-16,2024-03-21,Sports,1,255.93,255.93,Card,5
493,Nikos Taylor,Thessaloniki,51.0,Male,2023-11-12,2024-03-26,Clothing,4,218.23,872.92,Card,1
494,Chris Brown,Heraklion,34.0,Male,2022-07-17,2024-04-07,Home,2,29.11,58.22,Cash,1
495,Maria Smith,Thessaloniki,27.0,Male,2022-01-22,2024-04-21,Clothing,5,46.58,232.9,Paypal,1
496,Eleni Nikolaou,,19.0,Female,2024-05-29,2024-05-04,Clothing,2,141.38,282.76,Bank Transfer,4
497,Maria Smith,Patras,41.0,Female,2024-08-13,2024-02-28,Home,7,156.19,1093.33,Card,2
498,Nikos Brown,Heraklion,52.0,Female,2024-08-17,2024-02-01,Books,3,236.95,710.85,Bank Transfer,5
499,John Anderson,Larisa,37.0,Male,2024-05-27,2024-08-01,Home,2,102.41,204.82,Cash,5
500,Nikos Brown,Larisa,32.0,Male,2024-02-21,2024-06-16,Clothing,6,52.68,316.08,,2
362,Dimitris Johnson,Patras,23.0,Male,2022-06-03,2024-06-01,Clothing,4,12.56,50.24,Paypal,4
74,Chris Smith,Athens ,47.0,Female,2024-04-10,2024-10-01,Clothing,3,239.58,718.74,Paypal,4
375,Sophia Smith,Larisa,39.0,Female,2023-06-05,2024-09-27,Sports,4,72.28,289.12,Cash,2
156,Anna Wilson,Athens,56.0,Female,2022-03-27,2024-05-05,Electronics,1,253.01,253.01,Paypal,4
105,John Taylor,Heraklion,22.0,Male,2022-12-05,2024-05-15,Sports,5,30.03,150.15,Bank Transfer,5
395,Helen Nikolaou,Patras,20.0,Female,2022-12-14,2024-04-24,Sports,6,74.22,445.32,Card,5
378,Chris Smith,Athens,53.0,Male,2024-05-06,2024-05-25,Books,4,203.07,812.28,Cash,3
125,Maria Papadopoulos,Athens,49.0,Female,2024-05-02,2024-10-08,Books,7,49.37,345.59,Cash,1
69,Chris Papadopoulos,Patras,,Male,2022-05-05,2024-05-29,Sports,2,165.08,330.16,Card,2
451,Helen Smith,Patras,38.0,Male,2023-07-16,2024-04-04,Sports,7,32.1,224.7,Cash,3
